cpu_utilization,device_age_days,device_id,device_type,error_log_rate,failure_probability,firmware_version,historical_incidents,historical_outages,io_wait,maintenance_days_since,memory_pressure,network_latency,packet_loss_rate,power_cycle_count,reboot_count_7d,sla_breach_history,software_patch_age_days,temperature_anomaly_score,temperature_variance,timestamp,workload_intensity
0.52,867,D2634,T004,41.5,0.41,3.0,3,8,0.04,199,0.18,205,0.146,0,6,2,261,0.05,0.25,12/28/24,0.65
0.25,2571,D6734,T003,34.6,0.5,4.5,9,5,0.23,311,0.68,191,0.066,7,7,7,267,0.77,0.21,2/5/24,0.26
0.81,2389,D5699,T008,7.4,0.52,5.1,20,8,0.77,156,0.35,122,0.001,5,2,5,117,0.83,0.2,11/10/25,0.79
0.76,1622,D7501,T007,39.5,0.42,5.1,12,3,0.07,335,0.42,135,0.027,20,15,10,108,0.06,0.06,12/1/25,0.14
0.98,2182,D4016,T006,49.9,0.8,4.0,19,4,0.99,8,0.97,296,0.147,27,11,4,82,0.98,0.37,7/1/24,0.67
0.12,2770,D8581,T011,3.7,0.46,3.5,2,2,0.75,254,0.25,134,0.1,13,6,4,318,0.98,0.45,6/28/25,0.19
0.17,2432,D1008,T010,29.5,0.5,5.0,12,9,0.5,343,0.79,290,0.049,25,14,3,8,0.67,0.09,5/20/24,0.18
0.46,1385,D5385,T009,12.6,0.47,5.2,1,5,0.94,141,0.61,99,0.099,21,2,5,32,0.72,0.03,3/14/24,0.81
0.13,1055,D8472,T002,3.5,0.33,5.1,5,1,0.49,63,0.56,188,0.087,12,0,9,93,0.73,0.14,10/17/24,0.23
0.62,1071,D6058,T001,45.0,0.66,5.2,20,10,0.12,326,0.58,113,0.097,2,9,9,180,0.62,0.31,7/11/24,0.94
0.61,403,D6556,T012,39.9,0.43,6.0,15,3,0.44,84,0.51,77,0.143,12,5,1,110,0.04,0.34,12/13/25,0.48
0.89,1415,D4381,T005,36.0,0.52,5.2,11,9,0.35,105,0.61,198,0.085,5,5,7,114,0.36,0.26,3/12/25,0.14
0.9,194,D2295,T004,10.0,0.56,5.1,10,3,0.57,208,0.48,149,0.039,19,12,7,16,0.99,0.09,4/22/24,0.32
0.53,1354,D4298,T003,14.9,0.48,6.0,13,7,0.92,158,0.74,240,0.063,28,14,6,202,0.0,0.47,1/29/25,0.59
0.78,2530,D5417,T008,36.2,0.63,4.5,4,9,0.64,168,0.85,282,0.026,28,6,7,24,0.7,0.26,4/12/24,0.55
0.33,2571,D1281,T007,13.8,0.54,5.2,19,3,0.23,301,0.17,155,0.092,28,14,4,291,0.9,0.13,6/22/25,0.32
0.37,1711,D6036,T006,12.4,0.7,5.1,13,10,0.87,178,0.99,144,0.092,30,10,6,313,0.85,0.46,12/27/25,0.93
0.22,2265,D4578,T011,16.9,0.45,5.2,6,5,0.56,361,0.2,11,0.069,13,15,9,182,0.73,0.49,3/11/24,0.64
0.22,2421,D6828,T010,36.2,0.46,5.0,12,1,0.05,221,0.8,300,0.002,0,7,2,142,0.04,0.07,4/19/24,0.86
0.32,350,D8743,T009,16.3,0.35,6.0,15,0,0.29,353,0.19,108,0.134,22,11,7,66,0.01,0.39,8/22/25,0.26
0.13,1249,D1615,T002,4.5,0.55,4.0,1,2,0.89,195,0.81,234,0.098,2,15,10,291,0.99,0.23,11/5/24,0.78
0.87,2787,D9851,T001,35.7,0.47,5.2,7,10,0.74,55,0.28,268,0.027,21,13,7,106,0.46,0.4,1/29/24,0.12
0.33,1688,D3223,T012,18.5,0.31,5.1,7,8,0.89,113,0.42,161,0.039,6,6,8,203,0.3,0.41,2/4/24,0.18
0.72,1848,D4450,T005,37.5,0.64,3.0,19,9,0.9,72,0.7,137,0.068,1,10,5,224,0.43,0.09,2/27/24,0.8
0.28,166,D2109,T004,10.2,0.36,3.0,18,1,0.02,68,0.57,127,0.119,6,0,3,69,0.15,0.13,1/21/26,0.4
0.29,769,D3612,T003,19.5,0.43,5.1,19,4,0.75,82,0.39,239,0.08,23,5,6,24,0.16,0.44,7/22/24,0.83
0.47,304,D2050,T008,43.6,0.62,4.0,17,3,0.79,197,0.66,88,0.14,15,14,8,135,0.83,0.31,7/3/24,0.42
0.51,1629,D6261,T007,44.2,0.47,5.0,13,4,0.83,29,0.25,62,0.12,15,14,10,26,0.16,0.32,9/23/24,0.5
0.17,798,D1268,T006,6.4,0.54,5.0,8,2,0.07,120,0.91,244,0.11,25,9,0,249,0.91,0.29,4/3/24,0.13
0.94,1553,D8444,T011,8.6,0.55,5.0,3,7,0.95,91,0.64,262,0.088,23,4,1,355,0.35,0.13,7/5/24,0.64
0.22,2954,D1590,T010,2.5,0.35,3.0,17,6,0.86,177,0.18,242,0.08,27,2,9,120,0.05,0.41,10/6/25,0.98
0.24,1714,D4052,T009,47.4,0.61,5.1,8,8,0.63,273,0.64,137,0.088,14,15,2,197,0.8,0.29,4/12/24,0.35
0.65,2655,D8768,T002,32.9,0.68,6.0,12,6,0.41,359,0.89,172,0.102,8,5,10,131,0.19,0.09,11/22/24,0.91
0.36,2554,D6723,T001,1.0,0.54,6.0,0,4,0.86,297,0.5,15,0.003,19,5,7,260,0.9,0.34,3/14/24,0.93
0.25,1643,D4315,T012,19.1,0.39,5.2,8,9,0.74,347,0.42,109,0.022,0,6,10,90,0.29,0.35,10/23/24,0.39
0.8,1625,D6352,T006,26.8,0.53,3.5,13,8,0.89,275,0.43,162,0.099,3,12,6,364,0.3,0.38,9/25/24,0.24
0.68,2781,D2546,T005,28.7,0.53,3.5,1,0,0.06,275,0.6,90,0.031,20,7,4,114,0.1,0.04,6/26/24,0.78
0.14,1885,D9427,T004,8.6,0.42,5.2,4,10,0.04,125,0.63,102,0.1,12,9,6,119,0.32,0.04,1/28/24,0.52
0.82,1735,D7725,T003,1.4,0.42,5.2,4,9,0.15,178,0.24,90,0.023,9,11,2,41,0.36,0.06,8/11/24,0.59
0.96,2540,D6007,T008,9.0,0.58,5.0,6,4,0.81,222,0.67,233,0.131,5,4,10,60,0.28,0.04,12/7/25,0.75
0.6,103,D6362,T007,45.8,0.44,4.0,5,9,0.64,21,0.15,236,0.046,15,15,8,344,0.31,0.12,1/24/26,0.82
0.8,1973,D4339,T012,49.6,0.63,5.2,7,2,0.61,223,0.79,266,0.068,12,6,8,83,0.06,0.34,8/7/24,0.94
0.27,835,D3800,T011,35.5,0.49,3.0,16,3,0.69,138,0.46,293,0.001,29,11,8,167,0.87,0.21,11/6/25,0.32
0.72,181,D9834,T010,1.0,0.42,3.5,13,6,0.06,29,0.19,11,0.105,11,5,6,281,0.16,0.47,12/10/24,0.3
0.16,2089,D5549,T009,23.6,0.54,3.5,18,1,0.83,261,0.36,88,0.08,13,14,1,144,0.61,0.29,8/12/25,0.93
0.78,1191,D7864,T003,30.3,0.68,3.5,19,2,0.46,126,0.75,69,0.025,16,13,7,334,0.83,0.35,8/16/25,0.79
0.91,865,D1711,T002,16.3,0.51,4.5,2,8,0.95,236,0.75,217,0.101,15,0,7,178,0.15,0.25,3/8/25,0.76
0.83,2321,D3569,T001,21.7,0.64,3.5,14,1,0.0,206,0.47,65,0.076,2,9,3,323,0.75,0.09,7/24/24,0.26
0.39,1435,D5392,T005,0.5,0.43,4.0,13,10,0.89,114,0.28,162,0.089,18,14,10,175,0.62,0.43,10/4/25,0.64
0.87,2867,D2543,T004,18.4,0.6,6.0,4,6,0.38,8,0.68,283,0.045,5,12,6,91,0.54,0.31,5/21/24,0.99
0.34,1438,D1296,T008,7.0,0.41,5.2,1,2,0.4,87,0.38,30,0.025,9,14,6,5,0.79,0.28,7/11/25,0.21
0.35,1783,D9744,T007,17.2,0.48,5.0,14,8,0.81,236,0.96,284,0.091,3,12,10,57,0.19,0.5,1/29/24,0.32
0.53,1893,D5656,T006,0.2,0.56,5.0,15,0,0.69,293,0.79,167,0.089,15,14,8,32,0.41,0.13,2/19/25,0.66
0.92,884,D1572,T011,28.5,0.67,5.0,9,6,0.65,224,0.96,19,0.015,16,15,7,289,0.39,0.24,2/1/24,0.98
0.41,152,D4330,T010,36.0,0.39,6.0,1,10,0.59,24,0.99,62,0.022,27,12,5,189,0.24,0.39,1/18/24,0.1
0.26,2378,D2736,T009,16.5,0.43,4.5,6,10,0.55,276,0.58,286,0.078,19,9,0,0,0.25,0.3,7/20/25,0.62
0.3,1524,D8738,T003,37.1,0.54,5.0,19,0,0.66,111,0.11,75,0.145,30,12,0,170,0.83,0.05,8/30/24,0.19
0.29,2143,D4797,T002,14.4,0.47,3.0,12,4,0.6,157,0.67,200,0.066,19,10,8,132,0.66,0.22,7/1/25,0.53
0.25,1425,D6435,T001,15.8,0.55,4.0,13,7,0.18,176,0.95,101,0.118,27,13,2,59,0.38,0.09,8/29/24,0.65
0.2,1045,D7567,T012,30.1,0.49,3.5,9,4,0.48,138,0.78,211,0.133,21,1,2,24,0.43,0.17,1/18/25,0.93
0.74,1608,D5411,T005,45.8,0.54,5.1,2,0,0.31,314,0.38,195,0.147,2,1,5,250,0.41,0.13,4/27/25,0.18
0.93,1208,D6673,T004,27.8,0.64,4.0,7,9,0.32,274,0.68,293,0.069,5,10,5,217,0.63,0.29,5/23/24,0.68
0.16,2372,D4709,T008,6.1,0.41,3.0,2,5,0.33,222,0.81,219,0.071,21,9,2,146,0.48,0.11,5/9/25,0.27
0.54,440,D3868,T007,45.9,0.44,4.5,7,10,0.94,35,0.58,228,0.019,16,5,8,215,0.22,0.24,7/24/25,0.72
0.31,2266,D6461,T006,29.0,0.43,5.0,14,1,0.26,151,0.43,112,0.116,27,14,5,224,0.21,0.45,8/24/24,0.2
0.66,1618,D1841,T012,31.8,0.72,6.0,11,7,0.13,224,0.95,276,0.092,16,11,5,298,0.84,0.37,7/2/24,0.25
0.12,489,D9465,T011,26.1,0.59,5.1,19,6,0.65,360,0.92,97,0.103,12,9,10,83,0.83,0.14,10/31/24,0.18
0.3,2676,D4733,T010,29.4,0.44,5.0,10,0,0.11,220,0.83,28,0.091,17,0,9,192,0.14,0.3,8/14/25,0.34
0.83,1840,D2069,T009,24.8,0.63,3.5,9,4,0.74,351,0.81,236,0.077,29,15,6,182,0.05,0.08,11/13/24,0.53
0.62,1478,D7966,T003,45.8,0.59,3.5,0,9,0.45,295,0.65,63,0.125,18,5,10,140,0.99,0.02,3/9/25,0.11
0.83,2242,D2869,T002,36.3,0.68,6.0,3,1,0.53,200,0.81,117,0.031,10,0,2,81,0.79,0.38,3/24/24,0.98
0.23,1325,D5303,T001,44.9,0.53,3.5,20,9,0.93,270,0.5,17,0.11,24,14,7,70,0.58,0.29,12/2/24,0.59
0.21,1988,D7569,T006,10.3,0.32,4.5,10,8,0.92,105,0.36,81,0.02,2,12,7,365,0.06,0.11,8/4/25,0.46
0.32,650,D9229,T005,36.2,0.53,6.0,11,1,0.69,330,0.87,40,0.086,10,1,3,157,0.13,0.41,1/4/26,0.88
0.63,2305,D2307,T004,15.9,0.52,5.1,14,0,0.02,10,0.3,212,0.013,23,4,10,258,0.79,0.06,1/11/24,0.78
0.69,436,D4354,T009,20.6,0.53,4.0,8,1,0.62,193,0.47,63,0.037,22,1,10,266,0.34,0.23,12/8/24,0.83
0.63,1655,D7911,T008,6.7,0.48,3.5,19,0,0.49,148,0.61,251,0.118,14,7,10,51,0.36,0.01,2/23/26,0.32
0.32,1467,D7153,T007,31.6,0.53,3.0,13,1,0.67,278,0.42,240,0.009,2,9,5,320,0.8,0.33,9/2/24,0.39
0.26,1410,D1348,T012,37.4,0.51,6.0,7,5,0.85,179,0.56,79,0.042,3,14,8,138,0.76,0.23,10/19/25,0.2
0.34,1398,D1058,T011,39.9,0.51,4.5,18,6,0.4,108,0.33,263,0.017,22,13,9,303,0.27,0.38,8/6/25,0.93
0.58,1629,D9341,T010,6.8,0.53,5.0,17,8,0.26,63,0.84,14,0.061,15,6,0,21,0.92,0.21,4/14/24,0.13
0.59,377,D1322,T003,1.7,0.51,3.0,7,1,0.46,335,0.46,240,0.118,0,11,9,134,0.35,0.13,2/27/24,0.86
0.3,1128,D1379,T002,31.1,0.33,6.0,0,9,0.19,48,0.31,188,0.114,26,3,0,7,0.4,0.32,7/9/24,0.31
0.97,1209,D6884,T001,38.0,0.71,3.5,6,9,0.49,17,0.83,269,0.148,17,2,8,196,0.96,0.23,6/8/25,0.28
0.48,1667,D3481,T006,23.7,0.41,4.5,12,3,0.4,269,0.2,289,0.008,22,4,0,156,0.83,0.33,2/5/24,0.49
0.96,1147,D4505,T005,3.9,0.55,4.0,5,2,0.79,294,0.13,162,0.084,5,15,5,199,0.73,0.14,6/25/24,0.47
0.74,981,D5539,T004,3.8,0.53,3.5,7,8,0.1,81,0.55,168,0.106,20,15,10,289,0.59,0.46,7/11/25,0.34
0.9,1395,D8451,T009,5.5,0.64,3.0,13,1,0.81,363,0.69,290,0.028,30,5,7,129,0.5,0.03,9/19/24,0.8
0.4,2620,D9344,T008,8.6,0.43,6.0,1,10,0.2,236,0.82,65,0.004,26,2,7,110,0.97,0.19,4/28/25,0.18
0.13,387,D4987,T007,1.6,0.37,5.2,13,8,0.48,292,0.4,248,0.059,10,10,9,69,0.79,0.02,5/19/24,0.42
0.84,1512,D9798,T012,19.1,0.64,4.0,17,5,0.11,354,0.75,64,0.146,21,4,1,138,0.02,0.06,8/18/25,0.42
0.92,838,D8628,T011,21.0,0.52,6.0,6,10,0.09,192,0.7,171,0.041,29,11,2,242,0.02,0.07,9/9/25,0.66
0.38,1300,D3325,T010,19.9,0.46,4.5,4,1,0.18,67,0.47,185,0.022,29,4,10,154,0.98,0.29,1/20/26,0.27
0.9,1435,D6219,T003,13.5,0.61,4.0,8,8,0.16,117,0.98,268,0.144,7,1,6,101,0.39,0.29,10/7/24,0.35
0.34,2383,D9668,T002,24.5,0.46,6.0,3,9,0.44,45,0.51,53,0.112,1,4,0,336,0.02,0.03,2/25/26,0.98
0.93,1269,D9195,T001,27.8,0.73,5.2,13,4,0.21,310,0.18,74,0.081,12,13,7,359,0.81,0.5,6/22/25,0.82
0.61,1970,D2346,T006,2.2,0.54,6.0,18,7,0.8,297,0.77,287,0.035,10,0,9,103,0.15,0.15,7/14/25,0.71
0.32,555,D2512,T005,38.4,0.41,4.5,16,8,0.25,313,0.36,72,0.06,12,2,9,303,0.71,0.4,1/28/25,0.1
0.49,2113,D9503,T004,45.1,0.48,4.0,4,0,0.76,351,0.23,116,0.025,0,0,5,102,0.86,0.03,1/20/25,0.94
0.13,2483,D1262,T009,7.4,0.49,5.0,12,6,0.06,360,0.39,58,0.091,4,1,7,145,0.94,0.13,5/22/24,0.35
0.18,679,D7764,T008,9.5,0.51,5.1,9,2,0.07,293,0.64,16,0.104,6,8,0,256,0.65,0.16,2/24/25,0.97
0.48,2514,D2395,T007,5.9,0.5,3.0,7,3,0.95,263,1.0,135,0.006,2,3,6,305,0.39,0.46,11/21/24,0.35
0.48,454,D9722,T001,28.4,0.37,4.0,5,3,0.35,15,0.12,45,0.084,4,13,2,234,0.09,0.01,1/2/26,0.18
0.73,823,D1907,T012,14.3,0.49,3.5,11,9,0.88,323,0.2,68,0.063,1,12,0,321,0.12,0.23,9/27/24,0.98
0.39,1376,D3285,T011,0.9,0.45,4.5,7,5,0.16,81,0.22,54,0.137,3,9,7,210,0.23,0.5,7/18/25,0.96
0.74,1011,D5293,T010,48.0,0.52,4.0,9,0,0.03,262,0.59,82,0.076,11,12,2,334,0.09,0.25,12/6/25,0.5
0.7,2981,D5416,T004,13.8,0.49,5.2,12,2,0.88,198,0.26,236,0.001,13,2,2,214,0.45,0.43,9/30/25,0.94
0.66,2114,D3067,T003,4.2,0.38,4.5,11,8,0.17,76,0.4,283,0.075,30,13,6,158,0.01,0.16,4/14/25,0.33
0.44,1378,D1412,T002,44.7,0.56,4.5,9,10,0.99,195,0.55,224,0.113,27,14,2,132,0.43,0.32,4/19/24,0.75
0.15,717,D7548,T006,30.2,0.48,4.0,20,6,0.36,44,0.75,93,0.113,18,11,4,56,0.88,0.39,11/6/25,0.4
0.36,950,D4432,T005,15.2,0.41,3.0,13,1,0.97,185,0.52,164,0.024,4,15,8,327,0.08,0.12,11/10/24,0.11
0.26,863,D9277,T009,15.5,0.4,5.0,3,6,0.82,126,0.24,12,0.047,7,13,0,42,0.88,0.25,1/29/25,0.88
0.71,2263,D2650,T008,49.7,0.62,4.0,13,8,0.87,264,0.81,142,0.13,0,12,0,33,0.5,0.17,2/14/24,0.35
0.72,2846,D4692,T007,4.0,0.55,3.5,6,8,0.25,363,0.82,247,0.013,27,4,8,51,0.64,0.33,12/11/24,0.65
0.77,2016,D7294,T001,27.6,0.58,3.0,3,6,0.98,57,0.52,250,0.09,4,3,0,116,0.78,0.06,9/14/24,0.95
0.19,138,D8268,T012,11.2,0.47,5.1,6,7,0.02,321,0.68,71,0.095,29,5,5,186,0.85,0.08,6/19/25,0.21
0.83,2011,D9312,T011,37.9,0.66,3.5,1,1,0.68,333,0.32,191,0.074,19,4,10,301,0.75,0.49,9/21/24,0.6
0.15,2535,D5879,T010,45.6,0.36,4.5,18,9,0.09,228,0.15,51,0.15,8,1,9,53,0.16,0.02,5/1/25,0.6
0.45,2467,D8869,T004,2.7,0.41,3.5,4,1,0.89,186,0.5,218,0.01,26,3,5,125,0.68,0.07,1/10/24,0.73
0.25,1718,D8735,T003,1.9,0.37,4.0,3,6,0.55,95,0.33,205,0.029,27,12,9,109,0.87,0.23,1/21/24,0.25
0.53,1932,D1515,T002,39.9,0.57,4.5,3,0,0.37,214,0.8,291,0.073,11,0,2,20,0.54,0.23,1/16/24,0.6
0.7,112,D3003,T007,21.0,0.51,3.5,3,4,0.51,166,0.94,261,0.035,25,4,7,47,0.86,0.29,11/23/24,0.12
0.92,1036,D5015,T006,23.8,0.64,3.0,11,1,0.99,23,0.76,291,0.121,22,11,6,161,0.6,0.15,8/24/24,0.23
0.3,1255,D1167,T005,43.3,0.52,5.0,3,9,0.54,108,0.43,157,0.143,9,4,8,80,0.98,0.25,11/4/24,0.73
0.14,728,D8547,T009,21.1,0.41,5.2,13,5,0.14,151,0.7,249,0.024,11,14,4,9,0.6,0.03,7/27/24,0.81
0.53,2336,D7166,T008,6.7,0.52,3.5,15,5,0.5,39,0.6,298,0.115,3,11,1,70,0.32,0.17,10/16/25,0.92
0.21,313,D4855,T001,45.9,0.53,6.0,0,4,0.18,208,0.9,129,0.076,22,12,8,310,0.43,0.17,9/22/24,0.91
1.0,1645,D6867,T012,47.2,0.63,6.0,15,1,0.97,349,0.5,290,0.02,12,6,3,334,0.43,0.24,9/10/25,0.29
0.37,841,D9457,T011,13.0,0.4,6.0,18,2,0.4,196,0.17,280,0.127,4,12,5,343,0.3,0.45,11/3/24,0.14
0.16,2068,D4042,T010,36.1,0.47,5.0,7,7,0.49,272,0.55,60,0.058,9,6,10,333,0.12,0.49,3/28/25,1.0
0.87,2992,D2977,T004,5.2,0.53,4.0,20,2,0.83,90,0.77,247,0.109,20,2,7,30,0.13,0.44,5/18/25,0.26
0.51,1488,D8812,T003,35.2,0.61,6.0,13,1,0.83,176,0.76,133,0.132,16,0,9,363,0.5,0.13,8/3/24,0.33
0.11,919,D6270,T002,42.7,0.59,4.0,2,5,0.78,295,0.81,141,0.142,10,13,9,242,0.69,0.1,2/25/25,0.48
0.12,261,D4667,T007,9.9,0.4,4.5,1,4,0.84,175,0.29,221,0.06,5,5,9,228,1.0,0.13,4/25/24,0.72
0.87,2351,D8611,T006,19.9,0.38,5.2,8,2,0.06,7,0.26,49,0.027,17,15,10,291,0.03,0.01,2/16/26,0.19
0.2,1283,D4396,T005,11.6,0.43,5.1,12,9,0.94,137,0.25,99,0.024,26,11,8,58,0.78,0.21,8/21/25,0.85
0.21,1958,D8124,T010,29.4,0.45,5.1,9,5,0.02,85,0.49,201,0.059,23,8,3,87,0.42,0.0,11/4/24,0.6
0.73,838,D8032,T009,41.1,0.55,4.0,5,9,0.65,276,0.3,188,0.019,9,7,1,252,0.6,0.49,3/1/24,0.88
0.88,2374,D6325,T008,37.8,0.67,5.2,18,0,0.06,2,0.5,143,0.117,28,10,6,123,0.56,0.17,4/21/24,0.59
0.87,1445,D3657,T001,25.2,0.59,5.1,7,6,0.62,349,0.15,116,0.109,24,9,9,145,0.62,0.39,10/28/24,0.91
0.66,742,D6429,T012,0.3,0.52,4.5,7,3,0.36,178,0.35,135,0.137,1,5,2,88,0.54,0.08,12/18/24,0.96
0.83,794,D5903,T011,29.8,0.51,5.2,3,9,0.77,22,0.48,105,0.055,28,5,2,11,0.5,0.19,8/31/24,0.59
0.64,2648,D7939,T004,3.8,0.55,6.0,5,6,0.48,50,0.88,61,0.085,7,7,7,175,0.64,0.36,10/7/24,0.63
0.64,582,D7290,T003,3.8,0.56,4.0,15,6,0.59,73,0.38,168,0.09,8,14,3,28,0.87,0.08,7/5/24,0.32
0.86,209,D6461,T002,6.1,0.5,3.0,17,10,0.09,177,0.45,148,0.064,28,8,3,275,0.16,0.29,2/8/26,0.61
0.7,672,D6264,T007,43.0,0.51,6.0,4,5,0.5,133,0.14,57,0.073,7,4,4,326,0.85,0.35,12/18/25,0.52
0.38,1549,D5907,T006,15.9,0.33,3.5,10,5,0.72,353,0.22,117,0.025,4,8,0,32,0.06,0.05,8/31/24,0.31
0.53,1669,D9733,T005,21.3,0.57,5.2,4,0,0.03,52,0.24,127,0.094,18,14,9,128,0.85,0.3,10/2/24,0.91
0.49,1190,D3605,T010,15.3,0.52,3.0,18,2,0.74,203,0.81,173,0.118,2,6,5,260,0.13,0.39,6/25/24,0.53
0.19,2825,D6253,T009,16.7,0.57,6.0,8,0,0.53,148,0.89,279,0.025,26,11,8,277,0.94,0.37,12/17/25,0.96
0.94,2323,D8045,T008,19.1,0.7,3.0,13,7,0.88,247,0.81,116,0.11,24,6,10,154,0.59,0.09,12/28/24,0.54
0.43,1048,D2534,T001,12.3,0.37,3.0,2,9,0.62,314,0.27,285,0.125,4,6,3,9,0.07,0.08,3/29/24,0.17
0.32,2580,D1862,T012,2.0,0.44,3.0,12,2,0.0,359,0.35,214,0.086,29,13,7,6,0.29,0.42,8/17/25,0.69
0.27,2703,D3777,T011,27.6,0.53,5.1,9,7,0.88,207,0.42,138,0.08,20,6,2,339,0.75,0.01,6/15/24,0.25
0.2,1327,D7362,T004,13.8,0.49,3.5,3,6,0.92,70,0.68,69,0.039,6,9,5,222,0.79,0.23,6/19/25,0.94
0.35,1433,D4247,T003,4.5,0.57,3.0,6,4,0.86,116,0.74,85,0.053,21,13,6,293,0.71,0.06,2/24/25,0.52
0.95,2266,D3126,T002,14.0,0.55,5.2,1,5,0.83,73,0.3,224,0.104,1,3,6,10,0.85,0.24,2/4/25,0.52
0.49,2435,D3833,T007,37.3,0.49,5.0,9,8,0.42,5,0.4,80,0.124,18,12,5,229,0.2,0.02,7/21/24,0.25
1.0,1327,D5401,T006,11.0,0.59,4.5,5,4,0.77,357,0.85,146,0.092,2,9,8,88,0.49,0.38,12/19/24,0.26
0.43,953,D8231,T005,40.9,0.68,5.2,5,9,0.47,128,0.96,45,0.113,27,13,0,354,0.89,0.17,1/21/24,0.64
0.75,1150,D5864,T010,37.8,0.58,5.1,4,10,0.92,212,0.17,293,0.126,28,12,6,212,0.75,0.48,12/11/25,0.86
0.62,1348,D1839,T009,14.7,0.5,5.2,20,6,0.96,250,0.3,268,0.039,16,14,1,25,0.53,0.13,2/9/25,0.86
0.56,1488,D1262,T008,24.1,0.53,3.0,10,10,0.09,116,0.76,99,0.098,23,8,5,304,0.27,0.14,2/3/24,0.55
0.52,851,D6391,T001,14.1,0.58,4.0,15,9,0.77,215,0.81,18,0.082,14,2,10,93,0.9,0.25,8/11/24,0.47
0.36,249,D1364,T012,29.6,0.49,3.0,14,4,0.03,116,0.31,118,0.132,15,7,6,172,0.41,0.32,2/18/25,0.74
0.18,710,D7308,T011,0.6,0.42,3.0,5,9,0.04,231,0.44,181,0.091,14,9,1,30,0.52,0.32,1/21/24,0.53
0.79,885,D4343,T004,33.6,0.71,3.0,16,9,0.12,297,0.62,261,0.134,4,5,1,242,0.96,0.21,8/26/24,0.62
0.86,1965,D2142,T003,27.3,0.64,3.5,17,6,0.03,30,0.67,236,0.021,12,12,1,355,0.57,0.1,2/15/25,0.34
0.55,940,D6286,T002,34.8,0.64,5.2,9,10,0.02,293,0.4,214,0.124,27,15,2,241,0.6,0.16,1/23/24,0.47
0.92,700,D5441,T007,5.6,0.65,3.0,2,7,0.86,355,0.77,267,0.118,0,15,8,357,0.28,0.19,11/10/25,0.71
0.35,2552,D4801,T006,9.5,0.54,3.0,10,8,1.0,91,0.8,142,0.063,16,11,7,194,0.61,0.08,7/28/25,0.16
0.52,2601,D1315,T005,1.5,0.48,5.2,18,4,0.67,134,0.51,54,0.001,7,7,2,157,0.91,0.48,4/25/24,0.25
0.26,2805,D2233,T010,29.0,0.44,5.1,16,8,0.18,9,0.88,299,0.045,20,10,10,15,0.3,0.23,3/5/25,0.51
0.94,933,D7793,T009,32.0,0.59,6.0,17,0,0.16,15,0.98,242,0.045,4,2,8,24,0.41,0.26,7/17/25,0.56
0.3,1654,D8798,T008,45.1,0.49,3.0,18,10,0.0,333,0.2,178,0.079,30,2,2,52,0.88,0.22,2/25/24,0.87
0.25,1012,D7172,T001,45.5,0.44,3.5,0,2,0.82,234,0.89,217,0.09,29,14,8,79,0.21,0.35,10/26/25,0.43
0.28,1662,D3336,T012,49.9,0.57,5.1,20,4,0.08,322,0.91,13,0.04,0,15,5,304,0.26,0.37,11/1/24,0.69
0.59,802,D3870,T011,1.7,0.43,5.2,4,0,0.24,241,0.48,18,0.017,3,4,8,56,0.59,0.23,3/7/25,0.47
0.49,2497,D7339,T004,40.8,0.55,5.2,18,4,0.75,37,0.44,79,0.091,30,5,9,145,0.81,0.13,7/7/24,0.22
0.71,2339,D3083,T003,12.4,0.75,5.0,18,7,0.94,75,0.97,151,0.124,12,11,7,261,0.87,0.21,8/24/24,0.21
0.78,644,D7016,T002,34.9,0.59,5.2,11,5,0.5,353,0.1,140,0.044,2,13,3,162,0.92,0.35,10/12/24,0.38
0.37,2626,D1273,T008,11.3,0.5,5.2,9,10,0.73,34,0.69,155,0.07,18,1,10,75,0.66,0.04,7/28/24,0.96
0.32,1111,D2089,T007,48.8,0.41,5.0,19,8,0.99,48,0.57,89,0.142,12,2,3,311,0.05,0.0,10/23/24,0.39
0.92,2364,D5933,T006,23.2,0.76,4.5,12,8,0.61,244,0.64,240,0.082,11,15,8,164,0.95,0.46,5/4/24,0.88
0.25,397,D3528,T005,8.8,0.51,5.2,18,9,0.61,232,0.47,203,0.002,18,11,6,203,0.62,0.45,8/25/25,0.95
0.68,2040,D3505,T011,30.8,0.64,3.0,20,0,0.94,337,0.87,61,0.02,13,13,7,43,0.4,0.29,2/14/26,0.43
0.4,1479,D9932,T010,30.4,0.52,4.0,15,6,0.56,118,0.97,143,0.008,19,3,6,119,0.65,0.2,2/4/24,0.13
0.56,235,D5863,T009,41.6,0.6,6.0,13,10,0.16,302,0.62,162,0.135,25,12,5,67,0.32,0.33,1/12/24,0.65
0.28,1303,D3108,T002,30.4,0.36,5.0,14,4,0.43,158,0.54,262,0.006,14,8,8,94,0.21,0.37,8/18/24,0.35
0.55,1024,D2162,T001,48.3,0.48,5.1,18,10,0.83,214,0.55,180,0.011,23,4,2,31,0.64,0.42,8/27/25,0.18
0.79,1115,D1208,T012,11.3,0.6,3.0,3,2,0.48,157,0.92,109,0.116,19,2,5,158,0.64,0.16,2/23/24,0.54
0.43,111,D5073,T005,35.8,0.48,6.0,18,3,0.12,25,0.64,169,0.06,8,10,0,242,0.12,0.49,9/10/25,0.36
0.41,400,D7429,T004,17.3,0.5,3.0,16,0,0.32,285,0.34,58,0.146,26,2,5,309,0.38,0.23,11/16/25,0.82
